FIPS,MedianIncome2011,MedianIncome2012,MedianIncome2013,MedianIncome2014,MedianIncome2015,MedianIncome2016,MedianIncome2017,MedianIncome2018
12077,"37,446","37,726","36,561","38,473","39,623","38,900","41,308","40,814"
12079,"31,578","31,469","30,391","33,017","34,360","33,721","37,256","38,249"
12081,"43,494","46,999","48,066","51,673","50,728","51,770","55,189","59,587"
12083,"36,425","37,287","38,783","39,860","40,053","39,629","43,772","44,517"
12085,"50,417","47,120","51,159","55,472","53,459","55,917","58,344","61,592"
12086,"40,476","41,311","41,840","42,754","43,687","45,886","49,758","52,043"
12087,"51,152","52,152","50,380","57,411","58,332","63,892","63,009","67,094"
12089,"54,706","55,367","56,987","56,728","55,707","67,967","70,590","66,898"
12091,"49,643","52,381","54,265","55,952","55,391","58,009","60,798","62,779"
12093,"33,806","34,742","35,954","37,065","35,787","37,689","42,524","42,258"
12095,"44,635","45,565","46,675","47,069","50,593","51,312","54,021","58,037"
12097,"40,933","42,743","41,592","42,945","45,127","50,716","49,284","50,473"
12099,"48,973","51,217","51,768","52,225","56,638","57,607","60,059","61,735"
12101,"40,859","42,695","45,454","45,219","46,080","46,326","51,247","53,788"
12103,"42,761","44,819","43,773","45,162","47,591","49,974","51,488","52,226"
12105,"40,258","41,337","42,447","42,768","44,024","46,289","48,328","51,354"
12107,"31,150","33,593","32,852","32,054","32,351","37,526","34,390","39,578"
12109,"63,299","62,112","66,312","66,560","71,896","78,544","77,022","81,925"
12111,"41,384","41,934","42,825","42,722","45,918","45,509","49,995","53,377"
12113,"53,155","59,854","54,876","58,587","59,289","62,668","65,434","69,541"
12115,"47,457","48,239","48,717","52,109","55,882","55,088","58,423","61,652"
12117,"54,449","54,901","55,195","56,443","57,357","61,253","63,865","67,187"
12119,"44,595","47,017","52,670","51,907","54,592","56,568","57,931","55,324"
12121,"34,947","34,434","35,666","38,177","37,368","40,572","44,144","38,525"
12123,"33,863","36,257","38,370","36,374","39,116","40,180","41,557","42,307"
12125,"40,743","39,486","40,841","40,207","41,078","43,795","47,373","45,906"
12127,"38,477","40,114","40,908","40,881","42,334","45,356","46,911","50,285"
12129,"50,716","46,773","47,430","51,642","48,703","56,158","55,717","58,203"
12131,"44,763","40,239","45,357","46,867","47,875","54,686","52,922","60,973"
12133,"35,004","36,560","35,671","36,482","36,328","34,787","36,052","39,225"
13000,"45,886","47,125","47,765","49,240","51,225","53,468","56,117","58,634"
13001,"35,164","35,757","36,915","36,642","39,588","37,954","40,862","42,781"
13003,"28,693","28,693","30,883","31,740","32,398","33,318","34,821","36,779"
13005,"31,301","32,460","33,781","34,201","35,431","36,873","38,417","38,775"
13007,"33,347","30,042","37,135","43,115","34,455","35,452","37,286","38,288"
13009,"34,304","35,412","35,815","37,008","38,015","40,683","40,358","42,727"
13011,"42,673","43,102","42,495","46,018","44,146","43,370","49,481","55,384"
13013,"50,996","49,608","54,668","49,698","53,789","54,893","60,028","61,413"
13015,"45,072","46,693","46,330","51,440","50,900","52,497","55,067","57,409"
13017,"29,425","29,155","30,090","31,081","30,776","32,644","32,370","35,020"
13019,"33,417","32,955","37,903","35,078","35,518","39,174","38,239","39,412"
13021,"35,125","36,198","36,816","36,014","38,870","38,115","39,047","41,390"
13023,"39,461","40,922","40,369","40,454","42,716","41,447","44,262","46,019"
13025,"36,300","36,303","36,758","36,865","37,709","37,675","40,906","41,874"
13027,"29,282","32,176","34,367","32,903","36,820","33,676","36,030","36,354"
13029,"63,092","61,561","66,066","66,556","69,650","77,244","73,877","79,658"
13031,"33,192","35,078","36,484","36,315","36,544","42,083","42,068","43,766"
13033,"31,188","32,324","32,675","35,055","36,977","37,410","41,863","42,785"
13035,"40,330","42,815","43,330","41,505","44,166","46,141","46,062","48,831"
13037,"27,860","28,818","30,727","30,760","30,972","33,478","33,889","33,393"
13039,"50,207","51,638","49,098","51,793","52,706","53,130","53,582","56,555"
13043,"28,263","31,703","31,427","31,829","32,806","32,970","33,846","35,841"
13045,"43,237","43,636","45,493","43,442","45,453","50,598","51,388","52,502"
13047,"47,111","46,600","50,847","50,728","50,979","53,740","53,833","55,807"
13049,"31,582","32,626","35,165","34,312","37,037","38,948","40,636","40,499"
13051,"42,383","42,694","45,254","50,154","48,885","52,746","54,667","54,165"
13053,"41,476","43,020","46,893","45,933","41,066","44,097","44,439","46,869"
13055,"33,350","34,976","34,440","34,830","38,063","37,345","39,325","39,513"
13057,"65,769","68,800","67,686","71,168","74,885","78,668","78,247","82,733"
13059,"30,880","32,720","32,864","31,487","33,302","36,692","39,901","42,112"
13061,"26,420","26,957","27,102","27,512","25,941","27,648","29,122","30,239"
13063,"37,706","37,594","40,606","42,985","41,731","44,598","44,757","46,059"
13065,"30,237","31,347","30,094","31,577","31,848","34,777","37,174","37,593"
13067,"57,995","62,596","62,866","66,970","70,097","70,950","75,485","78,603"
13069,"32,351","32,646","33,615","33,125","34,775","38,704","39,408","39,480"
13071,"30,669","32,692","33,095","33,509","34,151","34,931","36,651","38,633"
13073,"62,717","69,582","72,531","68,067","75,232","74,908","75,832","82,184"
13075,"32,812","32,107","32,327","32,408","34,505","35,518","36,463","38,827"
13077,"56,878","61,153","61,469","60,809","67,268","71,114","73,296","70,974"
13079,"41,855","42,409","43,392","43,111","43,559","44,014","47,422","48,004"
13081,"29,134","29,175","30,481","31,176","31,095","34,211","34,754","36,096"
13083,"41,233","40,984","43,446","42,953","43,632","36,213","45,053","48,779"
13085,"53,339","54,503","52,804","57,491","60,195","61,229","64,930","68,835"
13087,"31,054","30,331","34,102","33,968","37,661","36,136","37,835","38,441"
13089,"48,293","49,061","49,894","50,597","53,994","56,053","61,496","63,477"
13091,"31,696","32,926","33,893","32,293","34,611","35,779","36,067","35,636"
13093,"29,970","30,371","31,620","31,103","32,323","40,591","35,781","37,278"
13095,"30,186","31,065","31,575","32,150","34,799","35,750","36,994","38,806"
13097,"50,501","51,540","51,941","54,581","58,443","59,665","60,177","60,512"
13099,"31,345","30,953","32,357","34,906","31,935","26,934","32,490","34,984"
13101,"32,543","32,664","34,809","34,444","34,414","35,892","36,559","38,667"
13103,"59,502","62,568","61,062","61,195","63,255","63,776","68,109","65,793"
13105,"33,068","33,081","34,487","35,351","35,814","37,131","35,452","39,681"
13107,"30,459","28,254","30,348","30,119","31,772","32,495","33,551","37,574"
13109,"30,858","31,683","32,838","33,293","34,085","34,689","34,464","37,319"
13111,"34,775","35,474","35,673","37,813","39,796","41,487","42,986","43,439"
13113,"74,476","78,717","81,368","79,069","80,588","83,145","87,831","95,021"
13115,"40,159","38,523","39,381","41,814","41,130","46,634","45,979","44,906"
13117,"85,137","87,380","87,565","86,413","97,886","101,804","103,083","105,921"
13119,"31,042","35,150","40,114","38,055","40,156","41,543","42,703","42,904"
13121,"54,893","55,816","55,474","55,516","59,911","62,824","64,901","70,808"
13123,"36,359","39,637","39,323","40,010","43,907","46,332","46,200","47,757"
13125,"35,247","35,637","37,955","39,643","40,732","41,412","43,529","42,820"
13127,"44,238","43,782","43,533","46,737","46,377","48,691","50,740","53,906"
13129,"42,253","41,141","42,291","43,880","44,580","45,705","46,868","49,101"
13131,"33,368","32,860","35,212","35,237","36,486","40,234","41,095","41,002"
13133,"39,209","43,406","42,842","42,823","43,326","47,194","50,736","54,016"
13135,"56,944","56,665","59,081","59,858","61,797","67,197","68,957","72,008"
13137,"39,879","41,343","40,530","40,994","44,400","46,828","49,292","51,829"
13139,"49,324","49,636","46,986","52,238","54,578","55,308","61,320","61,631"
13141,"26,107","25,416","26,281","26,309","28,328","30,616","31,247","31,716"
13143,"37,495","39,407","39,548","40,387","41,167","43,196","45,167","47,662"
13145,"64,048","63,806","60,977","66,249","65,887","70,724","72,811","74,686"
13147,"36,327","36,483","40,225","38,564","39,567","41,247","44,603","47,171"
13149,"35,765","39,756","40,123","41,348","41,514","41,994","44,575","46,218"
13151,"58,130","57,848","60,087","60,388","65,437","67,150","67,493","72,970"
13153,"51,851","54,307","52,297","53,027","55,860","61,795","59,291","60,728"
13155,"33,602","32,965","35,854","35,955","35,284","35,866","38,511","38,156"
13157,"49,400","50,403","52,385","51,931","56,102","55,426","63,422","68,984"
13159,"43,618","41,842","42,343","41,818","46,398","48,473","50,234","51,241"
13161,"32,248","32,867","34,481","35,235","36,186","35,538","36,786","37,211"
13163,"27,703","29,316","29,152","30,835","32,023","33,680","35,201","38,274"
13165,"25,807","29,525","28,445","30,678","29,924","30,611","32,472","31,419"
13167,"28,585","28,995","29,565","29,818","30,794","32,201","35,243","34,849"
13169,"48,792","51,941","51,650","51,749","52,777","54,155","56,039","55,737"
13171,"40,769","38,892","40,915","40,339","42,177","44,575","41,060","48,323"
13173,"33,929","33,481","35,101","37,113","37,616","35,690","39,165","41,564"
13175,"34,865","34,910","33,974","35,807","36,960","39,037","38,078","42,114"
13177,"60,652","63,338","63,272","64,533","68,636","62,972","68,891","66,090"
13179,"40,659","41,922","40,175","41,682","39,612","44,154","45,655","47,685"
13181,"35,183","36,396","35,683","39,484","39,089","41,494","44,819","46,967"
13183,"35,244","39,176","41,147","43,193","42,542","44,542","48,328","46,428"
13185,"34,252","36,920","37,138","38,887","37,699","41,331","42,019","41,820"
13187,"44,422","44,289","42,919","44,653","48,101","47,287","55,453","55,583"
13189,"36,907","36,331","37,328","37,413","36,346","39,642","40,814","42,768"
13191,"34,787","37,040","36,346","37,603","38,770","40,788","40,832","42,513"
13193,"27,934","28,654","28,844","29,430","30,696","31,358","32,974","32,868"
13195,"40,123","40,209","43,611","45,557","40,735","47,151","47,956","51,338"
13197,"34,189","33,633","34,680","36,055","35,265","38,734","39,408","39,114"
13199,"34,589","35,312","34,962","37,243","37,866","34,508","38,442","38,886"
13201,"33,063","32,262","32,535","35,276","35,357","42,771","37,878","42,483"
13205,"31,088","30,020","32,280","32,711","34,139","33,490","36,234","36,788"
13207,"51,747","50,594","54,793","53,542","53,070","55,626","57,038","59,362"
13209,"34,379","33,983","37,128","36,436","36,821","39,074","41,858","41,834"
13211,"46,176","46,445","48,337","50,295","51,081","55,347","55,251","57,978"
13213,"36,230","35,918","40,343","40,976","43,142","43,203","45,975","46,810"
13215,"37,564","43,264","40,414","41,783","41,828","40,895","42,610","46,628"
13217,"44,089","48,780","50,862","48,058","51,177","51,167","55,632","56,598"
13219,"71,707","75,532","72,478","80,631","76,371","88,570","92,216","99,497"
13221,"44,066","42,992","44,026","46,840","43,428","45,319","44,718","51,105"
13223,"59,185","59,621","60,008","63,964","62,658","65,480","67,906","73,309"
13225,"39,838","39,726","42,602","40,550","41,725","44,330","46,608","46,525"
13227,"50,282","50,131","53,332","51,047","56,289","57,637","61,145","65,062"
13229,"38,290","38,777","36,214","40,526","39,648","42,908","42,140","44,389"
13231,"54,457","51,781","52,393","50,395","56,233","56,901","62,250","66,901"
13233,"36,326","37,815","38,730","38,847","39,402","42,470","43,488","43,679"
13235,"34,820","35,847","37,012","36,128","39,209","36,611","39,743","40,582"
13237,"40,168","40,644","42,934","42,125","44,323","44,785","47,710","51,205"
13239,"28,621","28,675","29,111","29,477","29,921","30,483","31,151","33,908"
13241,"34,394","37,684","38,114","38,449","40,834","41,913","43,042","44,213"
13243,"27,950","28,497","28,105","25,807","30,505","31,662","30,847","28,298"
13245,"37,352","36,490","36,069","36,012","40,821","41,128","38,297","40,168"
13247,"51,106","50,699","50,646","48,287","51,510","56,689","59,341","59,673"
13249,"37,669","39,105","38,944","39,601","41,737","43,396","43,568","45,378"
13251,"32,990","33,508","35,087","34,012","35,911","36,414","38,870","39,048"
13253,"30,489","31,785","34,814","37,672","31,615","34,986","35,527","36,869"
13255,"38,914","35,761","39,068","35,555","41,250","43,065","45,121","43,510"
13257,"37,536","34,384","36,318","36,870","38,503","37,920","40,483","45,850"
13259,"26,010","27,009","28,304","27,635","28,977","24,945","31,800","33,053"
13261,"31,937","32,590","32,474","34,017","33,802","35,764","36,611","37,562"
13263,"31,290","30,909","33,168","33,370","33,510","36,482","36,269","37,265"
13265,"25,807","27,124","28,917","28,716","28,952","30,133","30,586","34,090"
13267,"31,531","37,818","35,983","34,010","37,163","35,567","38,672","41,440"
13269,"30,308","30,266","30,538","32,815","32,041","31,637","35,608","36,310"
13271,"27,831","27,655","28,334","29,244","31,149","32,327","31,354","34,297"
13273,"30,552","31,095","31,826","34,604","32,342","34,018","33,939","35,290"
13275,"34,611","35,909","38,914","36,973","40,449","40,199","43,257","41,642"
13277,"33,669","33,716","33,902","36,303","39,988","39,982","41,544","45,680"
13279,"32,915","31,820","32,311","34,008","34,953","36,765","35,226","37,148"
13281,"36,858","37,826","39,854","39,453","39,782","42,439","44,055","45,853"
13283,"30,131","32,063","31,917","32,536","32,086","32,100","34,473","35,069"
13285,"39,370","38,598","42,044","41,141","41,289","42,955","43,112","45,234"
13287,"25,480","26,408","31,817","32,171","35,117","31,969","33,310","33,261"
13289,"34,528","36,549","36,107","36,886","36,086","38,507","39,639","42,054"
13291,"39,206","38,334","39,677","40,667","42,782","47,948","46,097","45,943"
13293,"33,483","34,395","34,709","34,867","37,864","34,039","39,780","40,965"
13295,"37,813","36,628","40,512","39,078","42,249","40,814","44,176","43,767"
13297,"52,747","52,737","54,294","52,082","57,312","55,267","58,028","65,416"
13299,"31,529","33,017","32,211","34,288","35,270","34,643","38,412","38,357"
13301,"30,946","30,063","30,967","31,623","32,350","36,789","34,680","38,352"
13303,"34,117","33,068","36,807","36,137","36,499","35,542","37,464","39,444"
13305,"37,082","37,957","38,081","41,093","41,466","42,017","45,814","44,607"
13307,"32,842","32,789","34,374","33,893","35,770","36,329","39,266","38,187"
13309,"29,780","27,514","30,779","30,264","30,926","29,532","31,001","32,691"
13311,"39,753","41,283","41,337","42,126","43,598","44,980","50,194","51,579"
13313,"38,452","39,860","39,946","43,731","45,921","46,796","42,568","47,074"
13315,"30,500","31,241","33,308","32,722","32,480","33,858","35,015","35,961"
13317,"30,720","31,957","33,662","32,042","34,031","33,735","34,897","39,361"
13319,"38,570","36,219","35,745","34,512","38,103","47,309","40,906","41,036"
13321,"35,308","35,815","36,616","40,382","39,560","40,122","42,913","48,708"
15000,"62,071","66,086","67,798","69,549","73,097","74,659","77,936","80,527"
15001,"46,186","49,048","47,377","51,887","54,914","54,684","56,540","56,383"
15003,"65,489","70,779","72,649","73,985","76,544","80,012","80,947","83,695"
15005,,,,,,,,
15007,"56,937","55,614","55,844","58,883","70,122","63,164","74,881","73,981"
15009,"57,789","59,281","62,277","64,916","68,684","69,699","76,376","78,503"
16000,"43,345","45,296","46,621","47,572","48,311","51,647","52,280","55,524"
16001,"50,701","54,337","53,420","57,908","58,431","61,571","61,469","66,827"
16003,"32,752","34,207","37,630","40,777","39,943","42,310","43,442","45,311"
16005,"41,749","42,993","42,665","44,324","43,298","48,453","51,093","51,300"
16007,"42,327","42,134","45,589","45,504","48,309","45,875","51,343","53,780"
16009,"39,327","40,069","39,530","46,277","41,368","45,285","43,570","48,451"
16011,"45,354","46,816","47,721","47,292","49,644","51,586","52,697","50,941"
16013,"60,448","59,910","67,936","63,490","65,272","66,210","68,101","76,113"
16015,"48,657","48,986","48,974","50,874","52,728","50,123","56,067","56,837"
16017,"41,255","39,720","41,797","45,193","44,072","48,097","47,537","51,373"
16019,"49,748","50,347","50,559","51,440","54,008","59,293","55,744","60,444"
16021,"33,655","38,257","39,681","42,720","41,803","42,725","43,835","47,118"
16023,"41,026","43,611","41,739","42,907","43,780","41,706","45,226","50,050"
16025,"45,439","48,621","47,911","49,569","46,203","49,153","51,045","53,866"
16027,"39,132","41,700","42,237","43,489","44,585","48,461","47,915","53,381"
16029,"49,665","55,010","54,579","55,770","57,017","55,152","58,739","61,219"
16031,"41,393","42,155","44,160","45,078","47,932","48,983","51,323","51,804"
